State,County,,,,,,,,AOR,,"Activation
Date",,,Submissions,,,Misdemeanor Matches,Felony Matches,,,Total Matches,"Convicted
Criminals L1",Misdemeanor Returns,,"Convicted
Criminals L2",,"Convicted
Criminals L3",Felony Returns,,"ICE Fugitives
1,2",,,"Prior
Removals and Returns1,3",,,,"EWIs, Visa
Violators and Overstays1",No Criminal Conviction Return,,Total Returns
TN,Carter,,,,,,,,NOL,,12/28/2010,,,"9,390",,,4,48,,,52,2,,,2,,1,3,,0,,,0,,,,0,0,,5
TX,Coryell,,,,,,,,SNA,,6/29/2010,,,"5,114",,,17,35,,,52,1,,,2,,3,5,,0,,,2,,,,1,3,,9
TX,Freestone,,,,,,,,SNA,,6/29/2010,,,"1,299",,,9,43,,,52,3,,,3,,8,11,,0,,,2,,,,2,4,,18
CA,Calaveras,,,,,,,,SFR,,2/1/2011,,,"3,440",,,13,38,,,51,1,,,1,,1,2,,0,,,4,,,,0,4,,7
GA,Dawson,,,,,,,,ATL,,12/6/2011,,,"1,770",,,5,46,,,51,3,,,1,,2,3,,0,,,1,,,,0,1,,7
GA,Peach,,,,,,,,ATL,,12/6/2011,,,"2,546",,,3,48,,,51,0,,,1,,1,2,,0,,,2,,,,0,2,,4
KY,Campbell,,,,,,,,CHI,,3/20/2012,,,"5,267",,,4,47,,,51,1,,,0,,0,0,,0,,,0,,,,0,0,,1
MO,Barry,,,,,,,,CHI,,11/8/2011,,,"2,571",,,6,45,,,51,0,,,3,,4,7,,1,,,0,,,,0,1,,8
MS,Scott,,,,,,,,NOL,,7/26/2011,,,"1,041",,,6,45,,,51,0,,,3,,3,6,,0,,,10,,,,2,12,,18
NC,Columbus,,,,,,,,ATL,,3/30/2010,,,"4,304",,,16,35,,,51,5,,,1,,6,7,,0,,,1,,,,1,2,,14
OH,Wood,,,,,,,,DET,,3/29/2011,,,"4,176",,,19,32,,,51,1,,,0,,1,1,,0,,,0,,,,0,0,,2
SC,Oconee,,,,,,,,ATL,,1/19/2011,,,"6,535",,,5,46,,,51,1,,,2,,5,7,,0,,,0,,,,0,0,,8
UT,Wasatch,,,,,,,,SLC,,12/20/2011,,,"1,112",,,15,36,,,51,6,,,0,,2,2,,0,,,0,,,,0,0,,8
AL,Franklin,,,,,,,,NOL,,5/24/2011,,,"1,190",,,9,41,,,50,0,,,2,,1,3,,1,,,6,,,,2,9,,12
AR,Pope,,,,,,,,NOL,,7/12/2011,,,"2,018",,,11,39,,,50,4,,,2,,3,5,,1,,,0,,,,0,1,,10
FL,Washington,,,,,,,,MIA,,6/22/2010,,,"6,478",,,27,23,,,50,2,,,1,,2,3,,0,,,0,,,,1,1,,6
ID,Blaine,,,,,,,,SLC,,11/29/2011,,,835,,,14,36,,,50,2,,,1,,1,2,,0,,,1,,,,0,1,,5
KS,Leavenworth,,,,,,,,CHI,,3/15/2011,,,"4,866",,,9,41,,,50,0,,,0,,0,0,,0,,,1,,,,1,2,,2
KY,Shelby,,,,,,,,CHI,,3/20/2012,,,964,,,10,40,,,50,2,,,1,,6,7,,0,,,2,,,,0,2,,11
NC,Granville,,,,,,,,ATL,,9/8/2010,,,"2,033",,,29,21,,,50,3,,,1,,1,2,,0,,,4,,,,0,4,,9
PA,Adams,,,,,,,,PHI,,5/30/2012,,,"1,244",,,6,44,,,50,2,,,3,,2,5,,0,,,1,,,,0,1,,8
PA,Erie,,,,,,,,PHI,,5/30/2012,,,"3,843",,,20,30,,,50,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TN,Obion,,,,,,,,NOL,,12/28/2010,,,"4,354",,,14,36,,,50,3,,,5,,5,10,,1,,,0,,,,0,1,,14
TX,Gaines,,,,,,,,DAL,,8/17/2010,,,"1,005",,,12,38,,,50,1,,,1,,3,4,,0,,,0,,,,0,0,,5
VA,Prince Edward,,,,,,,,WAS,,5/18/2010,,,"2,650",,,14,36,,,50,3,,,0,,1,1,,0,,,0,,,,0,0,,4
WV,Gilmer,,,,,,,,PHI,,10/26/2010,,,838,,,38,12,,,50,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Grant,,,,,,,,CHI,,12/27/2011,,,331,,,6,43,,,49,2,,,1,,3,4,,0,,,2,,,,0,2,,8
MI,Eaton,,,,,,,,DET,,4/26/2011,,,"4,563",,,14,35,,,49,0,,,1,,0,1,,0,,,2,,,,0,2,,3
TX,Dallam,,,,,,,,DAL,,9/28/2010,,,"1,080",,,16,33,,,49,3,,,3,,10,13,,0,,,3,,,,1,4,,20
TX,Dimmit,,,,,,,,SNA,,6/16/2009,,,"1,653",,,22,27,,,49,2,,,2,,2,4,,0,,,3,,,,1,4,,10
TX,Shelby,,,,,,,,HOU,,7/20/2010,,,"2,029",,,12,37,,,49,1,,,1,,2,3,,0,,,0,,,,0,0,,4
GA,Dooly,,,,,,,,ATL,,12/6/2011,,,"1,305",,,12,36,,,48,0,,,0,,2,2,,0,,,0,,,,0,0,,2
KY,Christian,,,,,,,,CHI,,3/20/2012,,,"4,979",,,9,39,,,48,1,,,1,,0,1,,0,,,1,,,,0,1,,3
MS,Warren,,,,,,,,NOL,,7/20/2010,,,"7,527",,,6,42,,,48,1,,,3,,3,6,,0,,,2,,,,2,4,,11
SC,Colleton,,,,,,,,ATL,,12/14/2010,,,"4,756",,,10,38,,,48,1,,,3,,4,7,,0,,,1,,,,0,1,,9
VA,Clarke,,,,,,,,WAS,,6/8/2010,,,823,,,3,45,,,48,1,,,2,,3,5,,0,,,1,,,,0,1,,7
VA,York,,,,,,,,WAS,,6/8/2010,,,"3,971",,,14,34,,,48,0,,,2,,1,3,,0,,,2,,,,0,2,,5
CO,Moffat,,,,,,,,DEN,,5/22/2012,,,950,,,10,37,,,47,4,,,1,,1,2,,0,,,0,,,,0,0,,6
FL,Bradford,,,,,,,,MIA,,6/22/2010,,,"4,959",,,9,38,,,47,2,,,0,,3,3,,0,,,1,,,,0,1,,6
GA,Appling,,,,,,,,ATL,,12/6/2011,,,"1,367",,,6,41,,,47,2,,,4,,7,11,,0,,,1,,,,1,2,,15
GA,Cook,,,,,,,,ATL,,12/6/2011,,,"1,420",,,5,42,,,47,1,,,2,,0,2,,0,,,0,,,,0,0,,3
GA,Liberty,,,,,,,,ATL,,12/6/2011,,,"3,617",,,8,39,,,47,0,,,1,,0,1,,0,,,0,,,,0,0,,1
MD,Talbot,,,,,,,,BAL,,2/1/2011,,,"2,024",,,10,37,,,47,2,,,0,,4,4,,0,,,2,,,,0,2,,8
MI,Lenawee,,,,,,,,DET,,9/27/2011,,,"3,893",,,10,37,,,47,1,,,3,,4,7,,0,,,4,,,,0,4,,12
OH,Tuscarawas,,,,,,,,DET,,5/10/2011,,,"1,936",,,8,39,,,47,0,,,1,,5,6,,0,,,1,,,,3,4,,10
TN,Anderson,,,,,,,,NOL,,12/28/2010,,,"8,974",,,7,40,,,47,3,,,1,,1,2,,0,,,0,,,,0,0,,5
TX,Erath,,,,,,,,DAL,,8/10/2010,,,"2,053",,,11,36,,,47,2,,,2,,0,2,,0,,,1,,,,0,1,,5
VA,Caroline,,,,,,,,WAS,,5/18/2010,,,"3,136",,,8,39,,,47,1,,,1,,2,3,,0,,,5,,,,0,5,,9
VA,Colonial Heights City,,,,,,,,WAS,,5/18/2010,,,"4,720",,,12,35,,,47,4,,,3,,1,4,,0,,,0,,,,0,0,,8
AL,Elmore,,,,,,,,NOL,,4/26/2011,,,"3,638",,,4,42,,,46,1,,,4,,3,7,,0,,,2,,,,1,3,,11
IA,Sioux,,,,,,,,SPM,,1/24/2012,,,463,,,14,32,,,46,5,,,1,,2,3,,2,,,0,,,,1,3,,11
MN,Clay,,,,,,,,SPM,,2/7/2012,,,"1,541",,,14,32,,,46,1,,,0,,1,1,,0,,,0,,,,0,0,,2
NC,Jackson,,,,,,,,ATL,,3/30/2010,,,"1,558",,,14,32,,,46,0,,,5,,7,12,,0,,,7,,,,1,8,,20
NC,Transylvania,,,,,,,,ATL,,3/30/2010,,,"3,822",,,5,41,,,46,0,,,1,,2,3,,1,,,5,,,,1,7,,10
NE,Adams,,,,,,,,SPM,,11/2/2010,,,"1,531",,,6,40,,,46,2,,,4,,1,5,,0,,,0,,,,0,0,,7
NY,Saratoga,,,,,,,,BUF,,5/15/2012,,,"4,911",,,14,32,,,46,0,,,0,,3,3,,0,,,0,,,,0,0,,3
OK,Ottawa,,,,,,,,DAL,,5/24/2011,,,"2,424",,,0,46,,,46,0,,,3,,1,4,,1,,,0,,,,0,1,,5
TX,Zavala,,,,,,,,SNA,,1/28/2009,,,"1,155",,,16,30,,,46,1,,,0,,0,0,,0,,,0,,,,0,0,,1
WI,Barron,,,,,,,,CHI,,1/11/2011,,,"4,719",,,9,37,,,46,2,,,2,,1,3,,0,,,0,,,,0,0,,5
WI,Dunn,,,,,,,,CHI,,1/11/2011,,,"3,821",,,13,33,,,46,0,,,1,,4,5,,0,,,1,,,,0,1,,6
GA,Jeff Davis,,,,,,,,ATL,,6/21/2011,,,"1,577",,,7,38,,,45,3,,,1,,3,4,,0,,,0,,,,1,1,,8
GA,Laurens,,,,,,,,ATL,,12/6/2011,,,"4,212",,,6,39,,,45,0,,,0,,0,0,,2,,,1,,,,0,3,,3
MN,Waseca,,,,,,,,SPM,,2/7/2012,,,722,,,22,23,,,45,2,,,1,,0,1,,1,,,0,,,,0,1,,4
OH,Portage,,,,,,,,DET,,3/1/2011,,,"5,624",,,8,37,,,45,0,,,0,,1,1,,0,,,0,,,,1,1,,2
PA,Wayne,,,,,,,,PHI,,5/30/2012,,,904,,,33,12,,,45,0,,,0,,0,0,,0,,,3,,,,0,3,,3
TN,Marshall,,,,,,,,NOL,,1/10/2012,,,"1,954",,,4,41,,,45,0,,,1,,0,1,,0,,,2,,,,0,2,,3
KS,Gray,,,,,,,,CHI,,12/27/2011,,,279,,,6,38,,,44,0,,,1,,1,2,,0,,,0,,,,0,0,,2
KY,Woodford,,,,,,,,CHI,,3/20/2012,,,"1,178",,,2,42,,,44,0,,,4,,5,9,,0,,,0,,,,1,1,,10
NC,Beaufort,,,,,,,,ATL,,2/15/2011,,,"3,218",,,12,32,,,44,2,,,0,,1,1,,0,,,2,,,,2,4,,7
NC,Montgomery,,,,,,,,ATL,,11/16/2010,,,"1,070",,,19,25,,,44,3,,,5,,3,8,,0,,,4,,,,1,5,,16
NY,Montgomery,,,,,,,,BUF,,6/1/2011,,,"2,660",,,3,41,,,44,0,,,1,,0,1,,0,,,0,,,,0,0,,1
OH,Greene,,,,,,,,DET,,4/19/2011,,,"5,395",,,14,30,,,44,0,,,2,,1,3,,0,,,0,,,,0,0,,3
RI,Bristol,,,,,,,,BOS,,3/22/2011,,,"1,975",,,11,33,,,44,0,,,0,,0,0,,2,,,1,,,,0,3,,3
SC,Darlington,,,,,,,,ATL,,7/19/2011,,,"7,443",,,9,35,,,44,3,,,0,,3,3,,1,,,2,,,,1,4,,10
TX,Bee,,,,,,,,HOU,,6/15/2010,,,"2,890",,,10,34,,,44,2,,,2,,2,4,,0,,,0,,,,0,0,,6
TX,Comanche,,,,,,,,DAL,,8/10/2010,,,"1,203",,,10,34,,,44,0,,,3,,4,7,,0,,,0,,,,0,0,,7
GA,Lumpkin,,,,,,,,ATL,,12/6/2011,,,"1,286",,,3,40,,,43,1,,,1,,0,1,,0,,,0,,,,0,0,,2
GA,Walker,,,,,,,,ATL,,7/19/2011,,,"5,934",,,4,39,,,43,0,,,2,,0,2,,1,,,2,,,,0,3,,5
ID,Madison,,,,,,,,SLC,,11/29/2011,,,718,,,6,37,,,43,2,,,6,,1,7,,0,,,0,,,,0,0,,9
MI,Clinton,,,,,,,,DET,,4/26/2011,,,"2,528",,,4,39,,,43,0,,,3,,3,6,,0,,,0,,,,0,0,,6
NJ,Cape May,,,,,,,,NEW,,2/21/2012,,,"3,209",,,15,28,,,43,1,,,0,,1,1,,0,,,1,,,,0,1,,3
SD,Brown,,,,,,,,SPM,,4/17/2012,,,"1,199",,,9,34,,,43,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Camp,,,,,,,,DAL,,7/7/2010,,,"1,078",,,10,33,,,43,1,,,3,,1,4,,1,,,2,,,,0,3,,8
TX,Kenedy,,,,,,,,HOU,,6/10/2009,,,662,,,6,37,,,43,1,,,0,,2,2,,0,,,1,,,,0,1,,4
TX,Yoakum,,,,,,,,DAL,,9/21/2010,,,340,,,11,32,,,43,1,,,2,,6,8,,0,,,0,,,,0,0,,9
VA,Prince George,,,,,,,,WAS,,5/18/2010,,,"3,423",,,18,25,,,43,3,,,3,,3,6,,0,,,0,,,,0,0,,9
VA,Waynesboro City,,,,,,,,WAS,,6/8/2010,,,"2,991",,,7,36,,,43,3,,,3,,2,5,,0,,,0,,,,0,0,,8
WV,McDowell,,,,,,,,PHI,,10/26/2010,,,"1,066",,,31,12,,,43,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Raleigh,,,,,,,,PHI,,10/26/2010,,,"6,144",,,16,27,,,43,2,,,1,,1,2,,0,,,0,,,,0,0,,4
AR,Crittenden,,,,,,,,NOL,,5/15/2012,,,"3,128",,,10,32,,,42,0,,,1,,5,6,,0,,,0,,,,0,0,,6
AR,Johnson,,,,,,,,NOL,,7/12/2011,,,"1,188",,,7,35,,,42,1,,,1,,3,4,,0,,,0,,,,0,0,,5
CO,Pitkin,,,,,,,,DEN,,5/22/2012,,,440,,,9,33,,,42,0,,,1,,0,1,,0,,,0,,,,0,0,,1
GA,Pickens,,,,,,,,ATL,,6/14/2011,,,"2,480",,,9,33,,,42,2,,,4,,1,5,,1,,,2,,,,0,3,,10
LA,Tangipahoa Parish,,,,,,,,NOL,,5/1/2012,,,"4,517",,,12,30,,,42,2,,,0,,6,6,,0,,,3,,,,0,3,,11
MI,Lapeer,,,,,,,,DET,,6/21/2011,,,"4,552",,,14,28,,,42,0,,,1,,1,2,,0,,,0,,,,0,0,,2
NE,Colfax,,,,,,,,SPM,,3/6/2012,,,229,,,2,40,,,42,2,,,0,,3,3,,0,,,1,,,,0,1,,6
OR,Jefferson,,,,,,,,SEA,,9/27/2011,,,"1,070",,,16,26,,,42,5,,,3,,1,4,,0,,,0,,,,1,1,,10
TN,Macon,,,,,,,,NOL,,1/10/2012,,,"1,754",,,9,33,,,42,4,,,1,,1,2,,0,,,1,,,,0,1,,7
VA,Accomack,,,,,,,,WAS,,6/8/2010,,,"1,231",,,8,34,,,42,5,,,2,,8,10,,0,,,2,,,,0,2,,17
WI,Portage,,,,,,,,CHI,,1/11/2011,,,"2,900",,,7,35,,,42,1,,,0,,2,2,,0,,,1,,,,0,1,,4
WV,Preston,,,,,,,,PHI,,10/26/2010,,,"1,336",,,35,7,,,42,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ID,Payette,,,,,,,,SLC,,11/29/2011,,,"1,417",,,10,31,,,41,2,,,4,,1,5,,0,,,0,,,,0,0,,7
IN,Vigo,,,,,,,,CHI,,12/13/2011,,,"5,364",,,12,29,,,41,3,,,0,,0,0,,0,,,0,,,,0,0,,3
MD,Carroll,,,,,,,,BAL,,12/21/2010,,,"6,360",,,16,25,,,41,2,,,1,,4,5,,1,,,0,,,,0,1,,8
NC,Edgecombe,,,,,,,,ATL,,9/8/2010,,,"4,541",,,22,19,,,41,4,,,1,,1,2,,1,,,2,,,,0,3,,9
NC,Wilson,,,,,,,,ATL,,1/19/2011,,,"3,422",,,16,25,,,41,3,,,5,,1,6,,0,,,1,,,,0,1,,10
NM,Roosevelt,,,,,,,,ELP,,12/7/2010,,,"1,082",,,13,28,,,41,1,,,0,,2,2,,0,,,0,,,,0,0,,3
OR,Tillamook,,,,,,,,SEA,,9/27/2011,,,"1,329",,,15,26,,,41,3,,,1,,3,4,,0,,,3,,,,0,3,,10
TX,Burleson,,,,,,,,HOU,,9/14/2010,,,"1,304",,,9,32,,,41,1,,,2,,2,4,,0,,,0,,,,0,0,,5
CO,Prowers,,,,,,,,DEN,,5/22/2012,,,986,,,10,30,,,40,0,,,0,,1,1,,0,,,1,,,,0,1,,2
GA,Greene,,,,,,,,ATL,,12/6/2011,,,"1,157",,,5,35,,,40,1,,,0,,1,1,,0,,,1,,,,0,1,,3
GA,Oconee,,,,,,,,ATL,,12/6/2011,,,"1,345",,,5,35,,,40,1,,,0,,0,0,,0,,,2,,,,0,2,,3
IA,Louisa,,,,,,,,SPM,,1/24/2012,,,303,,,4,36,,,40,1,,,0,,3,3,,0,,,0,,,,0,0,,4
KS,Crawford,,,,,,,,CHI,,12/27/2011,,,"2,115",,,2,38,,,40,0,,,0,,2,2,,0,,,1,,,,1,2,,4
KY,Hardin,,,,,,,,CHI,,3/20/2012,,,"4,535",,,10,30,,,40,3,,,2,,2,4,,0,,,0,,,,0,0,,7
MI,Muskegon,,,,,,,,DET,,4/12/2011,,,"9,879",,,15,25,,,40,1,,,2,,1,3,,0,,,2,,,,1,3,,7
MS,Pike,,,,,,,,NOL,,7/26/2011,,,"7,271",,,6,34,,,40,0,,,2,,1,3,,0,,,1,,,,0,1,,4
MT,Missoula,,,,,,,,SLC,,7/27/2010,,,"6,673",,,10,30,,,40,1,,,0,,1,1,,0,,,2,,,,1,3,,5
NC,Craven,,,,,,,,ATL,,2/15/2011,,,"4,251",,,16,24,,,40,0,,,0,,1,1,,0,,,1,,,,0,1,,2
NM,Socorro,,,,,,,,ELP,,11/9/2010,,,"1,938",,,8,32,,,40,0,,,0,,2,2,,0,,,0,,,,0,0,,2
TN,Morgan,,,,,,,,NOL,,1/10/2012,,,"4,820",,,35,5,,,40,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Jasper,,,,,,,,HOU,,7/20/2010,,,"3,767",,,10,30,,,40,3,,,2,,3,5,,0,,,3,,,,0,3,,11
TX,Presidio,,,,,,,,ELP,,6/17/2009,,,265,,,13,27,,,40,0,,,1,,0,1,,0,,,1,,,,1,2,,3
WY,Sweetwater,,,,,,,,DEN,,5/15/2012,,,840,,,11,29,,,40,0,,,1,,2,3,,0,,,0,,,,0,0,,3
GA,Gilmer,,,,,,,,ATL,,12/6/2011,,,"1,366",,,5,34,,,39,0,,,1,,1,2,,0,,,1,,,,0,1,,3
IN,Grant,,,,,,,,CHI,,5/10/2011,,,"3,157",,,7,32,,,39,4,,,2,,3,5,,0,,,2,,,,0,2,,11
KS,Montgomery,,,,,,,,CHI,,12/27/2011,,,"2,418",,,2,37,,,39,0,,,1,,4,5,,1,,,0,,,,0,1,,6
MS,Pearl River,,,,,,,,NOL,,12/21/2010,,,"6,056",,,9,30,,,39,1,,,3,,5,8,,0,,,1,,,,1,2,,11
NC,Burke,,,,,,,,ATL,,8/10/2010,,,"2,408",,,17,22,,,39,3,,,1,,4,5,,0,,,4,,,,0,4,,12
NC,Davie,,,,,,,,ATL,,11/16/2010,,,"1,328",,,14,25,,,39,2,,,4,,2,6,,2,,,2,,,,0,4,,12
NY,Orleans,,,,,,,,BUF,,2/8/2011,,,"1,798",,,6,33,,,39,0,,,0,,0,0,,1,,,4,,,,0,5,,5
TX,Bailey,,,,,,,,DAL,,9/28/2010,,,515,,,5,34,,,39,3,,,1,,5,6,,0,,,0,,,,3,3,,12
TX,Nolan,,,,,,,,DAL,,9/21/2010,,,"1,621",,,9,30,,,39,1,,,3,,1,4,,0,,,2,,,,2,4,,9
WV,Jefferson,,,,,,,,PHI,,10/26/2010,,,"1,840",,,7,32,,,39,0,,,0,,1,1,,0,,,0,,,,0,0,,1
CT,Windham,,,,,,,,BOS,,2/21/2012,,,"2,927",,,4,34,,,38,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Morgan,,,,,,,,ATL,,12/6/2011,,,"1,095",,,0,38,,,38,0,,,1,,2,3,,0,,,0,,,,0,0,,3
IA,Wright,,,,,,,,SPM,,1/24/2012,,,354,,,10,28,,,38,0,,,2,,4,6,,0,,,2,,,,1,3,,9
IN,Dearborn,,,,,,,,CHI,,12/13/2011,,,"2,677",,,12,26,,,38,1,,,1,,1,2,,0,,,2,,,,0,2,,5
KY,Bullitt,,,,,,,,CHI,,3/20/2012,,,"3,728",,,7,31,,,38,0,,,0,,1,1,,0,,,0,,,,1,1,,2
MD,Queen Anne's,,,,,,,,BAL,,4/6/2010,,,"2,656",,,9,29,,,38,2,,,3,,4,7,,0,,,1,,,,0,1,,10
NC,Rutherford,,,,,,,,ATL,,8/10/2010,,,"2,454",,,10,28,,,38,3,,,3,,1,4,,1,,,2,,,,3,6,,13
OR,Morrow,,,,,,,,SEA,,9/27/2011,,,420,,,8,30,,,38,2,,,2,,4,6,,0,,,2,,,,1,3,,11
OR,Union,,,,,,,,SEA,,9/27/2011,,,"1,618",,,10,28,,,38,0,,,1,,0,1,,1,,,0,,,,0,1,,2
TX,Panola,,,,,,,,DAL,,7/7/2010,,,"1,871",,,10,28,,,38,2,,,0,,6,6,,0,,,3,,,,0,3,,11
UT,Juab,,,,,,,,SLC,,12/20/2011,,,529,,,18,20,,,38,1,,,3,,3,6,,0,,,0,,,,0,0,,7
WI,Lafayette,,,,,,,,CHI,,1/11/2011,,,770,,,2,36,,,38,1,,,1,,5,6,,0,,,0,,,,0,0,,7
CA,Modoc,,,,,,,,SFR,,2/1/2011,,,"1,411",,,4,33,,,37,1,,,3,,2,5,,0,,,2,,,,0,2,,8
CA,Trinity,,,,,,,,SFR,,2/22/2011,,,"1,547",,,10,27,,,37,5,,,0,,2,2,,0,,,1,,,,0,1,,8
KS,Meade,,,,,,,,CHI,,12/27/2011,,,186,,,2,35,,,37,2,,,1,,2,3,,0,,,3,,,,0,3,,8
KS,Pratt,,,,,,,,CHI,,12/27/2011,,,"1,109",,,5,32,,,37,1,,,2,,0,2,,0,,,1,,,,0,1,,4
MA,Berkshire,,,,,,,,BOS,,5/15/2012,,,"1,697",,,4,33,,,37,0,,,0,,0,0,,0,,,0,,,,1,1,,1
MI,Isabella,,,,,,,,DET,,9/27/2011,,,"3,686",,,9,28,,,37,1,,,0,,0,0,,0,,,0,,,,0,0,,1
MT,Toole,,,,,,,,SLC,,4/3/2012,,,178,,,20,17,,,37,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NJ,Sussex,,,,,,,,NEW,,2/21/2012,,,"1,925",,,17,20,,,37,0,,,0,,1,1,,0,,,2,,,,0,2,,3
NY,Columbia,,,,,,,,BUF,,5/15/2012,,,"1,609",,,16,21,,,37,1,,,0,,0,0,,0,,,0,,,,1,1,,2
OK,Kay,,,,,,,,DAL,,12/7/2010,,,"3,571",,,6,31,,,37,5,,,1,,2,3,,0,,,1,,,,0,1,,9
TN,Dickson,,,,,,,,NOL,,1/10/2012,,,"6,081",,,4,33,,,37,0,,,2,,3,5,,0,,,2,,,,0,2,,7
TX,Lavaca,,,,,,,,HOU,,6/15/2010,,,"1,164",,,8,29,,,37,0,,,2,,4,6,,0,,,5,,,,0,5,,11
AR,Yell,,,,,,,,NOL,,7/12/2011,,,476,,,7,29,,,36,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Bryan,,,,,,,,ATL,,12/6/2011,,,"1,891",,,7,29,,,36,0,,,0,,1,1,,0,,,0,,,,0,0,,1
GA,Decatur,,,,,,,,ATL,,12/6/2011,,,"2,127",,,7,29,,,36,0,,,0,,0,0,,0,,,1,,,,0,1,,1
IA,Dallas,,,,,,,,SPM,,1/24/2012,,,858,,,9,27,,,36,0,,,1,,2,3,,0,,,1,,,,1,2,,5
NC,Vance,,,,,,,,ATL,,12/14/2010,,,"3,530",,,14,22,,,36,1,,,2,,0,2,,0,,,2,,,,1,3,,6
NM,McKinley,,,,,,,,ELP,,11/9/2010,,,"9,294",,,9,27,,,36,0,,,1,,0,1,,0,,,0,,,,0,0,,1
OH,Licking,,,,,,,,DET,,1/4/2011,,,"8,811",,,8,28,,,36,0,,,3,,2,5,,0,,,1,,,,3,4,,9
TX,Falls,,,,,,,,SNA,,6/29/2010,,,"1,312",,,6,30,,,36,4,,,3,,2,5,,0,,,2,,,,0,2,,11
TX,Hemphill,,,,,,,,DAL,,5/4/2010,,,317,,,10,26,,,36,3,,,0,,2,2,,0,,,1,,,,1,2,,7
TX,Madison,,,,,,,,HOU,,9/14/2010,,,745,,,8,28,,,36,1,,,1,,1,2,,0,,,0,,,,0,0,,3
VA,Bedford,,,,,,,,WAS,,6/15/2010,,,"4,415",,,10,26,,,36,3,,,1,,0,1,,2,,,0,,,,0,2,,6
WY,Natrona,,,,,,,,DEN,,5/15/2012,,,"1,725",,,15,21,,,36,2,,,2,,1,3,,0,,,0,,,,0,0,,5
AL,Lee,,,,,,,,NOL,,4/26/2011,,,"2,889",,,8,27,,,35,0,,,1,,2,3,,0,,,0,,,,0,0,,3
AR,Union,,,,,,,,NOL,,12/7/2010,,,"3,684",,,6,29,,,35,0,,,0,,4,4,,0,,,3,,,,2,5,,9
CT,Tolland,,,,,,,,BOS,,2/21/2012,,,"1,828",,,2,33,,,35,0,,,0,,1,1,,0,,,0,,,,0,0,,1
IN,Wayne,,,,,,,,CHI,,6/1/2011,,,"3,051",,,3,32,,,35,2,,,3,,0,3,,1,,,2,,,,0,3,,8
KY,McCracken,,,,,,,,CHI,,3/20/2012,,,"3,822",,,5,30,,,35,0,,,0,,0,0,,0,,,1,,,,0,1,,1
MO,Christian,,,,,,,,CHI,,3/15/2011,,,"3,253",,,10,25,,,35,0,,,1,,0,1,,1,,,1,,,,1,3,,4
NC,Ashe,,,,,,,,ATL,,10/13/2010,,,756,,,10,25,,,35,1,,,2,,2,4,,0,,,7,,,,0,7,,12
NC,McDowell,,,,,,,,ATL,,8/10/2010,,,"1,296",,,7,28,,,35,0,,,6,,5,11,,0,,,4,,,,1,5,,16
NC,Nash,,,,,,,,ATL,,9/8/2010,,,"1,662",,,14,21,,,35,0,,,2,,4,6,,1,,,3,,,,1,5,,11
NM,Taos,,,,,,,,ELP,,12/7/2010,,,"1,686",,,6,29,,,35,0,,,0,,2,2,,0,,,0,,,,0,0,,2
NY,Jefferson,,,,,,,,BUF,,5/15/2012,,,"4,295",,,11,24,,,35,1,,,0,,0,0,,0,,,0,,,,0,0,,1
NY,Saint Lawrence,,,,,,,,BUF,,5/15/2012,,,"3,179",,,13,22,,,35,0,,,0,,0,0,,0,,,0,,,,1,1,,1
OK,Cherokee,,,,,,,,DAL,,12/7/2010,,,"3,384",,,2,33,,,35,6,,,6,,5,11,,0,,,2,,,,0,2,,19
OK,McClain,,,,,,,,DAL,,11/30/2010,,,"2,464",,,8,27,,,35,2,,,1,,4,5,,0,,,2,,,,0,2,,9
SC,Williamsburg,,,,,,,,ATL,,9/20/2011,,,466,,,29,6,,,35,1,,,0,,0,0,,0,,,0,,,,0,0,,1
TX,La Salle,,,,,,,,SNA,,6/8/2010,,,812,,,17,18,,,35,2,,,0,,4,4,,0,,,6,,,,0,6,,12
TX,Polk,,,,,,,,HOU,,7/20/2010,,,"3,348",,,9,26,,,35,2,,,2,,1,3,,0,,,1,,,,0,1,,6
TX,Upshur,,,,,,,,DAL,,7/7/2010,,,"2,296",,,5,30,,,35,1,,,0,,4,4,,0,,,0,,,,0,0,,5
AL,Lauderdale,,,,,,,,NOL,,1/22/2013,,,"2,281",,,3,31,,,34,0,,,0,,0,0,,0,,,0,,,,0,0,,0
CO,Lake,,,,,,,,DEN,,5/22/2012,,,397,,,12,22,,,34,1,,,2,,1,3,,0,,,0,,,,0,0,,4
GA,Brooks,,,,,,,,ATL,,12/6/2011,,,"1,523",,,3,31,,,34,0,,,0,,3,3,,0,,,0,,,,1,1,,4
IA,Wapello,,,,,,,,SPM,,1/24/2012,,,"1,621",,,12,22,,,34,2,,,0,,0,0,,0,,,0,,,,0,0,,2
IL,Clinton,,,,,,,,CHI,,9/14/2010,,,"1,170",,,1,33,,,34,0,,,1,,4,5,,0,,,2,,,,0,2,,7
